# Amplitude1 Amplitude2 Frequency logL logPrior
9.103543088413811546e+00 1.432672932569886726e+01 7.302450317059458129e+00 6.944807065724717686e+05 0.000000000000000000e+00
6.598072672454708076e+00 1.475711634628535407e+01 7.294077348343223299e+00 6.944807159031975316e+05 0.000000000000000000e+00
6.880547926553033378e+00 1.366849673802047427e+01 7.297510322221284262e+00 6.944808387848897837e+05 0.000000000000000000e+00
8.007361190080400704e+00 1.360768466947479283e+01 7.303266401449485024e+00 6.944808966416028561e+05 0.000000000000000000e+00
9.515589964651992361e+00 1.333948953181416819e+01 7.305547293070724812e+00 6.944809327250208007e+05 0.000000000000000000e+00
7.455527507904879059e+00 1.499575927250141838e+01 7.295813935142216877e+00 6.944810485554602928e+05 0.000000000000000000e+00
8.436136044726358918e+00 1.480562786622133054e+01 7.299225775993448906e+00 6.944810728460018290e+05 0.000000000000000000e+00
8.631080192215616620e+00 1.302749203095108399e+01 7.304700394816628695e+00 6.944810939024750842e+05 0.000000000000000000e+00
8.693180724893982969e+00 1.345589122100225588e+01 7.299807694039182948e+00 6.944811018891810672e+05 0.000000000000000000e+00
7.931186197183242470e+00 1.312467285471860556e+01 7.299681307869244407e+00 6.944811649094446329e+05 0.000000000000000000e+00
7.732495117538144669e+00 1.417886723667137261e+01 7.296217243838648336e+00 6.944812397262951126e+05 0.000000000000000000e+00
8.722839213749097098e+00 1.301445110918816006e+01 7.304904970459254798e+00 6.944813590010297485e+05 0.000000000000000000e+00
9.257829781463932761e+00 1.306100307193080035e+01 7.305770966652830545e+00 6.944815216534808278e+05 0.000000000000000000e+00
6.848175388204345460e+00 1.485474077857969100e+01 7.297941373299687839e+00 6.944815260060798610e+05 0.000000000000000000e+00
7.834470778137543334e+00 1.324171108334519964e+01 7.302341893759030533e+00 6.944816146636698395e+05 0.000000000000000000e+00
6.776609615544010978e+00 1.514730616784680883e+01 7.295216807588408514e+00 6.944816399245562498e+05 0.000000000000000000e+00
6.535456719615793553e+00 1.483499641100142696e+01 7.296672588444510055e+00 6.944817086842014687e+05 0.000000000000000000e+00
7.281760205541243813e+00 1.426227902620516375e+01 7.295250946488898158e+00 6.944818329340332421e+05 0.000000000000000000e+00
9.352415496944018969e+00 1.362307578769076777e+01 7.305175963227665825e+00 6.944818685254614102e+05 0.000000000000000000e+00
8.722458113500652033e+00 1.406158950825269827e+01 7.299150798648677885e+00 6.944820431924199220e+05 0.000000000000000000e+00
7.278459215434456731e+00 1.478652845525730442e+01 7.299468660121835484e+00 6.944820571940252557e+05 0.000000000000000000e+00
8.682938241883634944e+00 1.385078320795238760e+01 7.299151017303513456e+00 6.944821581302457489e+05 0.000000000000000000e+00
8.801977733792227809e+00 1.458429549070485010e+01 7.300674433498240745e+00 6.944821881723768311e+05 0.000000000000000000e+00
8.805525612448606765e+00 1.289536731943210413e+01 7.302153802251636350e+00 6.944822996883045416e+05 0.000000000000000000e+00
9.269567425105661229e+00 1.317277930462496727e+01 7.302455390281300751e+00 6.944824685707930475e+05 0.000000000000000000e+00
7.261017811256621712e+00 1.519866575002695619e+01 7.296729853708251667e+00 6.944825442486306420e+05 0.000000000000000000e+00
9.519725646237633399e+00 1.336322846984510093e+01 7.303287014954723766e+00 6.944825518503148342e+05 0.000000000000000000e+00
7.734892041062368051e+00 1.361651263925574007e+01 7.297338520297159903e+00 6.944826194536362309e+05 0.000000000000000000e+00
8.672639613836283345e+00 1.364461990193658636e+01 7.299402931526755012e+00 6.944827034132474801e+05 0.000000000000000000e+00
8.741797205511508295e+00 1.429684810822282515e+01 7.299308924887721872e+00 6.944827087448970415e+05 0.000000000000000000e+00
9.272836790586104883e+00 1.347350469006719109e+01 7.301828031465842805e+00 6.944827598823468434e+05 0.000000000000000000e+00
6.307892807363962184e+00 1.469764564296291809e+01 7.295370555327844286e+00 6.944827825262150727e+05 0.000000000000000000e+00
7.573974596140987003e+00 1.493696857000684197e+01 7.296043691905239825e+00 6.944828128351802006e+05 0.000000000000000000e+00
9.471680530143251175e+00 1.298233702363890885e+01 7.305511524946798119e+00 6.944828695024044719e+05 0.000000000000000000e+00
9.313039296856626237e+00 1.398595234589108394e+01 7.303915139103966503e+00 6.944829375659407815e+05 0.000000000000000000e+00
9.469356763237879449e+00 1.311467498291125366e+01 7.305687558964736539e+00 6.944829944648027886e+05 0.000000000000000000e+00
7.378568279963847232e+00 1.517340166284336078e+01 7.296635238180972038e+00 6.944830893003500532e+05 0.000000000000000000e+00
6.765322092553208932e+00 1.442730692664660808e+01 7.298444696586584790e+00 6.944831878268237924e+05 0.000000000000000000e+00
7.958879811507544311e+00 1.312386114065827947e+01 7.302482836510308495e+00 6.944833173637571745e+05 0.000000000000000000e+00
8.965519072563520098e+00 1.438210029136163648e+01 7.302593219452410800e+00 6.944833728863846045e+05 0.000000000000000000e+00
8.281763264673706715e+00 1.479306288933671532e+01 7.300902013356095566e+00 6.944833885747093009e+05 0.000000000000000000e+00
7.393147126621939513e+00 1.339311373425346474e+01 7.300481843534627480e+00 6.944834851027211407e+05 0.000000000000000000e+00
6.308212104575313894e+00 1.452023187504488888e+01 7.295419390435164964e+00 6.944835320986455772e+05 0.000000000000000000e+00
7.827653611142462609e+00 1.356541480165667402e+01 7.297650653800483056e+00 6.944835833834372461e+05 0.000000000000000000e+00
7.504582456978855731e+00 1.414024304766187434e+01 7.301382144658851381e+00 6.944837976762028411e+05 0.000000000000000000e+00
9.172868611951077611e+00 1.301123636478141243e+01 7.302683816827644669e+00 6.944838473619307624e+05 0.000000000000000000e+00
6.828673741673508601e+00 1.515890133121171601e+01 7.295580023828911465e+00 6.944839006163374288e+05 0.000000000000000000e+00
9.460474178961119307e+00 1.380297511310090997e+01 7.302993502091472244e+00 6.944839853043779731e+05 0.000000000000000000e+00
8.232293599979472631e+00 1.475901795281027873e+01 7.297969386658899715e+00 6.944840783811915899e+05 0.000000000000000000e+00
7.857197920963642446e+00 1.340571410057119195e+01 7.298252969494227749e+00 6.944841213441917207e+05 0.000000000000000000e+00
7.383857702076864982e+00 1.509458026778610673e+01 7.298271254461107027e+00 6.944841464382165577e+05 0.000000000000000000e+00
6.983319573243774059e+00 1.393678644235410502e+01 7.295661204183974569e+00 6.944841492665259866e+05 0.000000000000000000e+00
9.482337073091471780e+00 1.375852411163379685e+01 7.304244333099709330e+00 6.944843050721144537e+05 0.000000000000000000e+00
8.357852276996995400e+00 1.295898296715264841e+01 7.303539132068269879e+00 6.944843135220934637e+05 0.000000000000000000e+00
8.419430531281086871e+00 1.356895452904585575e+01 7.304265409508548856e+00 6.944843428529483499e+05 0.000000000000000000e+00
8.807649253471115713e+00 1.327817494880985549e+01 7.300638057878514608e+00 6.944843661496797577e+05 0.000000000000000000e+00
7.823157646155108225e+00 1.420746732728200890e+01 7.302131164979116740e+00 6.944844215255801100e+05 0.000000000000000000e+00
7.333204463071936630e+00 1.413743805216474136e+01 7.295555847041378605e+00 6.944846079023188213e+05 0.000000000000000000e+00
8.114179766529780125e+00 1.497229881378984473e+01 7.299316575079415337e+00 6.944846852857267950e+05 0.000000000000000000e+00
6.625359330796980473e+00 1.457469663242921420e+01 7.294238447413032844e+00 6.944847062910139794e+05 0.000000000000000000e+00
8.879080978387266398e+00 1.434331149994381605e+01 7.302964062010376622e+00 6.944847837185231037e+05 0.000000000000000000e+00
7.824680981690176118e+00 1.316084085455103292e+01 7.301901180688992632e+00 6.944847985784062184e+05 0.000000000000000000e+00
8.758696726748743444e+00 1.297776114567932915e+01 7.304840788804112250e+00 6.944849408421224216e+05 0.000000000000000000e+00
9.608335587376910070e+00 1.338697854144834665e+01 7.304270284438816319e+00 6.944849590888590319e+05 0.000000000000000000e+00
8.269453824887017745e+00 1.435138718107626232e+01 7.302655443902770216e+00 6.944850772053215187e+05 0.000000000000000000e+00
8.024001558509519683e+00 1.450441691815517053e+01 7.301847080191811834e+00 6.944851156427437672e+05 0.000000000000000000e+00
9.540426373629868451e+00 1.364222440905260036e+01 7.304359994036842885e+00 6.944851346835984150e+05 0.000000000000000000e+00
7.966210197281074379e+00 1.501893619035156568e+01 7.299089643534732552e+00 6.944852271424783394e+05 0.000000000000000000e+00
9.269980885471889920e+00 1.395315517563861718e+01 7.301753920791157704e+00 6.944854531493259128e+05 0.000000000000000000e+00
9.324782052508208352e+00 1.316332494674230702e+01 7.305698526304251317e+00 6.944855763487416552e+05 0.000000000000000000e+00
8.932155607046002643e+00 1.387394068006302916e+01 7.304531183718835585e+00 6.944855837046385277e+05 0.000000000000000000e+00
8.362578284588952471e+00 1.365367300436760090e+01 7.304058091759979554e+00 6.944856090779859805e+05 0.000000000000000000e+00
6.937153990779973078e+00 1.512235369438535493e+01 7.296829203688835364e+00 6.944859179609064013e+05 0.000000000000000000e+00
6.704858513929149666e+00 1.390317200742882342e+01 7.296289758098127187e+00 6.944859822090859525e+05 0.000000000000000000e+00
8.724333931050390234e+00 1.279800911156723053e+01 7.303717027665609152e+00 6.944860099513627356e+05 0.000000000000000000e+00
9.302576183504942975e+00 1.360839562458845897e+01 7.305145064300880620e+00 6.944861297345376806e+05 0.000000000000000000e+00
7.316050961931417795e+00 1.375315124007484258e+01 7.300815212520230801e+00 6.944861704955485184e+05 0.000000000000000000e+00
8.906053322169979580e+00 1.333285603872636571e+01 7.305269142811532390e+00 6.944861983442388009e+05 0.000000000000000000e+00
8.430202271615625520e+00 1.286498643232860317e+01 7.302258704463678640e+00 6.944862393420257140e+05 0.000000000000000000e+00
8.049953417680278278e+00 1.494318854133822505e+01 7.299793255199760189e+00 6.944863247044817545e+05 0.000000000000000000e+00
9.121232855490795544e+00 1.279378895033688401e+01 7.304438689003939444e+00 6.944863689331948990e+05 0.000000000000000000e+00
7.882988223655042148e+00 1.322376990279880360e+01 7.299184868963563666e+00 6.944864906362046022e+05 0.000000000000000000e+00
9.007029013636243420e+00 1.439318820465085125e+01 7.301946112127880362e+00 6.944865010835713474e+05 0.000000000000000000e+00
9.267581040082040644e+00 1.308696885056653159e+01 7.302830055834321321e+00 6.944865016421622131e+05 0.000000000000000000e+00
8.346493842466500723e+00 1.475275534805362199e+01 7.298553661624951339e+00 6.944865082954086829e+05 0.000000000000000000e+00
8.891316540472143259e+00 1.283218122693477170e+01 7.304601840761230314e+00 6.944865666047903942e+05 0.000000000000000000e+00
8.269226320612435899e+00 1.331165086135749931e+01 7.299296540754050433e+00 6.944866171728087356e+05 0.000000000000000000e+00
7.599008785463385429e+00 1.503679626485362242e+01 7.298917061091025893e+00 6.944866423216423718e+05 0.000000000000000000e+00
7.848178406903347337e+00 1.307705140283936274e+01 7.301073214491864860e+00 6.944866708302404732e+05 0.000000000000000000e+00
8.703602357095352460e+00 1.298502220175293687e+01 7.301548054284721090e+00 6.944867152020772919e+05 0.000000000000000000e+00
6.834978963447472466e+00 1.411309275267286267e+01 7.295159237117896822e+00 6.944867405054036062e+05 0.000000000000000000e+00
7.954331457463222677e+00 1.387075369686412074e+01 7.302875593866749782e+00 6.944867944512940012e+05 0.000000000000000000e+00
8.108767745095693869e+00 1.487130067798213595e+01 7.297898746715988594e+00 6.944869343436207855e+05 0.000000000000000000e+00
7.006882899328460645e+00 1.380341863050846918e+01 7.296242019836694404e+00 6.944871401087034028e+05 0.000000000000000000e+00
6.855338559649156061e+00 1.504068869524182794e+01 7.297045464148433247e+00 6.944871724053404760e+05 0.000000000000000000e+00
7.729289502658628130e+00 1.465520501702735778e+01 7.300824700240201359e+00 6.944873056108827004e+05 0.000000000000000000e+00
7.000924634134740643e+00 1.500298798429813729e+01 7.294969099250610434e+00 6.944873111939473310e+05 0.000000000000000000e+00
8.446004170418396129e+00 1.309609251454314638e+01 7.304154001661738782e+00 6.944873194358539768e+05 0.000000000000000000e+00
8.482487793534870590e+00 1.405860895404433819e+01 7.303636735496838561e+00 6.944873411256764084e+05 0.000000000000000000e+00
7.513229316188951401e+00 1.358592241974474035e+01 7.297262473686842554e+00 6.944874168617977994e+05 0.000000000000000000e+00
9.090507397514508980e+00 1.427162923674141837e+01 7.302735819164637654e+00 6.944874391023420030e+05 0.000000000000000000e+00
6.359633484734515285e+00 1.478336159178499720e+01 7.294854373735039310e+00 6.944875651962774573e+05 0.000000000000000000e+00
7.842487398137197196e+00 1.323442939800739993e+01 7.302204186970699062e+00 6.944875739043776412e+05 0.000000000000000000e+00
7.038760199664737094e+00 1.357769153792202665e+01 7.298119837431296553e+00 6.944876056184101617e+05 0.000000000000000000e+00
9.284508167477548923e+00 1.367092446029794317e+01 7.304975577011387777e+00 6.944876256406531902e+05 0.000000000000000000e+00
7.742402049133439768e+00 1.509215952754208345e+01 7.298106537971812635e+00 6.944876459067256656e+05 0.000000000000000000e+00
7.328743975975443803e+00 1.351015352694179228e+01 7.300425808072493972e+00 6.944876644131661160e+05 0.000000000000000000e+00
6.986087832944313902e+00 1.371414477141914290e+01 7.296776772474607320e+00 6.944878689056816511e+05 0.000000000000000000e+00
9.297298422629499015e+00 1.285946420225056386e+01 7.304855205876049418e+00 6.944878903323271079e+05 0.000000000000000000e+00
8.819276736968181041e+00 1.408154517184394372e+01 7.299622127530739135e+00 6.944879493452295428e+05 0.000000000000000000e+00
6.827147794921964774e+00 1.407814472656670191e+01 7.295289666125035488e+00 6.944879674904737622e+05 0.000000000000000000e+00
9.019780856152891602e+00 1.407682164218693543e+01 7.300519205657007404e+00 6.944880029036385240e+05 0.000000000000000000e+00
7.669353782462668079e+00 1.421726596024194755e+01 7.301676127191574217e+00 6.944882518629729748e+05 0.000000000000000000e+00
7.506769403690272568e+00 1.481625755006092149e+01 7.299803732189357852e+00 6.944882921435408061e+05 0.000000000000000000e+00
7.430735790049833867e+00 1.470686217293940423e+01 7.299989117886232393e+00 6.944883806922534714e+05 0.000000000000000000e+00
9.574433132591257944e+00 1.319111562486754252e+01 7.304639111995266276e+00 6.944884536210587248e+05 0.000000000000000000e+00
7.278998461931686315e+00 1.378387048733095632e+01 7.300634322497142392e+00 6.944885469518888276e+05 0.000000000000000000e+00
8.162820991623771505e+00 1.295752501586554217e+01 7.301589637457021276e+00 6.944886060650032014e+05 0.000000000000000000e+00
8.486712607814752118e+00 1.376732541869700910e+01 7.304132070020152412e+00 6.944886496603280539e+05 0.000000000000000000e+00
7.315175317883858774e+00 1.420964661927552086e+01 7.300638520582664270e+00 6.944886565242243232e+05 0.000000000000000000e+00
9.105918372483113643e+00 1.315406551960328940e+01 7.305500490806990044e+00 6.944889232457973994e+05 0.000000000000000000e+00
8.698519552593584336e+00 1.446148013153790934e+01 7.302424869020307518e+00 6.944890252382480539e+05 0.000000000000000000e+00
8.066655127423754124e+00 1.470137758543842921e+01 7.301148003108514750e+00 6.944890373878563987e+05 0.000000000000000000e+00
6.953567995353095554e+00 1.513891715557482343e+01 7.295691712487625047e+00 6.944890787523010513e+05 0.000000000000000000e+00
8.788928120685660872e+00 1.418399839609712920e+01 7.299550618566127191e+00 6.944891236646148609e+05 0.000000000000000000e+00
6.850858963536125223e+00 1.388017990308942728e+01 7.298532874235442058e+00 6.944891266240519471e+05 0.000000000000000000e+00
9.232990315200964915e+00 1.413735485097457811e+01 7.302489469632213570e+00 6.944891379876089050e+05 0.000000000000000000e+00
9.146642478220996964e+00 1.420490599564306144e+01 7.302894156483954902e+00 6.944891499081682414e+05 0.000000000000000000e+00
7.874860195173660316e+00 1.462793358334823068e+01 7.301147892932682737e+00 6.944892072512566810e+05 0.000000000000000000e+00
7.499204782193106489e+00 1.327731429112577288e+01 7.300018264693886927e+00 6.944892264964070637e+05 0.000000000000000000e+00
7.756387120837381133e+00 1.369971389071937473e+01 7.302363274200761367e+00 6.944892578443581006e+05 0.000000000000000000e+00
9.007755466163429148e+00 1.350543483546118395e+01 7.300847754978428306e+00 6.944893127443414414e+05 0.000000000000000000e+00
8.132415458693650123e+00 1.306798957873655986e+01 7.300374484402428088e+00 6.944894234912905376e+05 0.000000000000000000e+00
9.136717006755555204e+00 1.386863992830024905e+01 7.304486788577951195e+00 6.944895487672148738e+05 0.000000000000000000e+00
8.272118273884888850e+00 1.396578902878794715e+01 7.303428415343770297e+00 6.944896108640289167e+05 0.000000000000000000e+00
6.973172752085011972e+00 1.376372111134146614e+01 7.296553922368102185e+00 6.944896373927089153e+05 0.000000000000000000e+00
9.047060893693068095e+00 1.410907627655578622e+01 7.300735232919096873e+00 6.944896461829547770e+05 0.000000000000000000e+00
9.234981179360202574e+00 1.411716202612611504e+01 7.302976125876650570e+00 6.944898607624438591e+05 0.000000000000000000e+00
6.768585455397707840e+00 1.429894743707311022e+01 7.294777927748959279e+00 6.944898649183425587e+05 0.000000000000000000e+00
6.433638394442442454e+00 1.445338455096291774e+01 7.296394293297966627e+00 6.944898955601179041e+05 0.000000000000000000e+00
6.925379246876564032e+00 1.511053317418584818e+01 7.295441102793515320e+00 6.944899138026727596e+05 0.000000000000000000e+00
7.838740672409313603e+00 1.310953136215352188e+01 7.301310863694168596e+00 6.944899493583852891e+05 0.000000000000000000e+00
9.477448612001337480e+00 1.305968494649419043e+01 7.304266347346803023e+00 6.944899667837864254e+05 0.000000000000000000e+00
6.692657347633868881e+00 1.503916406362264446e+01 7.294976232903651159e+00 6.944900175236098003e+05 0.000000000000000000e+00
7.614657200272319848e+00 1.455640997668478320e+01 7.300816740002848526e+00 6.944900798546052538e+05 0.000000000000000000e+00
8.426955479253233960e+00 1.339241854327384473e+01 7.299430245942668094e+00 6.944901360367918387e+05 0.000000000000000000e+00
8.896754653236738974e+00 1.420933062186989737e+01 7.303414241078362679e+00 6.944902817971922923e+05 0.000000000000000000e+00
9.198487474599804870e+00 1.284113118969574963e+01 7.304544718848934082e+00 6.944903908686317736e+05 0.000000000000000000e+00
8.255286196217674899e+00 1.313411134171864347e+01 7.300103353725119426e+00 6.944904059243929805e+05 0.000000000000000000e+00
6.885479178410081502e+00 1.507414583096738880e+01 7.295194338379835663e+00 6.944904426334634190e+05 0.000000000000000000e+00
7.453117119565611404e+00 1.465636802630818281e+01 7.295534869126911737e+00 6.944906543865540298e+05 0.000000000000000000e+00
7.250283217915986178e+00 1.504541274868483747e+01 7.295698549677179123e+00 6.944906661504104268e+05 0.000000000000000000e+00
8.429211754508578736e+00 1.288510241927898647e+01 7.302308920932174097e+00 6.944907140029184520e+05 0.000000000000000000e+00
8.080719899537735174e+00 1.468292557079364435e+01 7.297353332041698337e+00 6.944907363017414464e+05 0.000000000000000000e+00
6.799478142077965082e+00 1.463544316386764166e+01 7.298116896169688950e+00 6.944907827228527749e+05 0.000000000000000000e+00
8.622349516587679119e+00 1.293694232694602952e+01 7.304180362142910887e+00 6.944908607578289229e+05 0.000000000000000000e+00
7.490255459108455582e+00 1.464347255423380467e+01 7.300272636799001624e+00 6.944910163803438190e+05 0.000000000000000000e+00
7.106315825086307214e+00 1.460194858567677834e+01 7.299290273992660616e+00 6.944910713296794565e+05 0.000000000000000000e+00
8.349934164876158249e+00 1.482635827772050341e+01 7.299347101750707445e+00 6.944911319300046889e+05 0.000000000000000000e+00
8.749851395916284247e+00 1.376757573617435604e+01 7.299603052908289591e+00 6.944911780236451887e+05 0.000000000000000000e+00
7.885244854524238178e+00 1.368774100227594026e+01 7.297530727152387264e+00 6.944911961285754805e+05 0.000000000000000000e+00
8.813084729787640015e+00 1.294279564922218739e+01 7.302159205083949445e+00 6.944912314407387748e+05 0.000000000000000000e+00
8.503680698338230926e+00 1.415369654986787040e+01 7.303380610602156153e+00 6.944913427812384907e+05 0.000000000000000000e+00
6.431325597013625384e+00 1.454942033942266022e+01 7.296275478763628364e+00 6.944913575236486504e+05 0.000000000000000000e+00
7.753514399163682569e+00 1.350372209038110149e+01 7.297890326460775512e+00 6.944913793568299152e+05 0.000000000000000000e+00
7.332878452102112199e+00 1.398469548149464181e+01 7.295955864107954270e+00 6.944914230719804764e+05 0.000000000000000000e+00
7.618919967907969770e+00 1.481624461270112114e+01 7.296116976426452183e+00 6.944914583586493973e+05 0.000000000000000000e+00
7.735779331270529191e+00 1.507211414699295737e+01 7.298243380601150854e+00 6.944914952476469334e+05 0.000000000000000000e+00
8.037208200186130469e+00 1.321301203897933618e+01 7.299475488627916064e+00 6.944915180263555376e+05 0.000000000000000000e+00
7.009622631280485905e+00 1.488766366970345167e+01 7.298154618684217887e+00 6.944915644059850601e+05 0.000000000000000000e+00
7.210681293113633927e+00 1.349951745289567384e+01 7.299353991753910975e+00 6.944915745993187884e+05 0.000000000000000000e+00
8.419632703357487813e+00 1.364556987999290882e+01 7.304096097515506258e+00 6.944916097897358704e+05 0.000000000000000000e+00
7.922785581581407222e+00 1.371659216639231360e+01 7.302827164688173944e+00 6.944916175170902861e+05 0.000000000000000000e+00
8.410183853855111025e+00 1.416575185331159226e+01 7.298197801076892866e+00 6.944916479615590069e+05 0.000000000000000000e+00
7.290603529630907964e+00 1.482873877513542382e+01 7.299180143403543930e+00 6.944916797336522723e+05 0.000000000000000000e+00
7.367726054035057537e+00 1.479107276363837542e+01 7.299506283113553096e+00 6.944916933183035580e+05 0.000000000000000000e+00
7.834736676581260717e+00 1.494366678555388894e+01 7.299611770717599590e+00 6.944917464846411021e+05 0.000000000000000000e+00
6.848649704229544000e+00 1.431278875389136118e+01 7.298730442867153556e+00 6.944918304730774835e+05 0.000000000000000000e+00
8.474851779766353843e+00 1.436239224953755311e+01 7.302737234477461925e+00 6.944918943939047167e+05 0.000000000000000000e+00
9.105904566189872540e+00 1.283274955736888501e+01 7.304131775619803868e+00 6.944919292600823101e+05 0.000000000000000000e+00
6.961872887720335079e+00 1.483865135728000162e+01 7.294736307154867205e+00 6.944919324838427128e+05 0.000000000000000000e+00
7.315418965524317585e+00 1.423731217737406496e+01 7.295493956384683898e+00 6.944919338347875746e+05 0.000000000000000000e+00
9.516857582357838297e+00 1.313386800852073577e+01 7.304453968745424852e+00 6.944920245703404071e+05 0.000000000000000000e+00
8.375436836482878178e+00 1.474149345767470543e+01 7.298848262546622223e+00 6.944921424070106586e+05 0.000000000000000000e+00
8.162080654388452317e+00 1.340177155155384092e+01 7.303520025545775063e+00 6.944921548728980124e+05 0.000000000000000000e+00
6.905312121652201540e+00 1.396289197140711735e+01 7.298932480672189804e+00 6.944921824104189873e+05 0.000000000000000000e+00
6.897208408013291603e+00 1.484343464300954096e+01 7.294660601691053792e+00 6.944922020325651392e+05 0.000000000000000000e+00
8.107762595723928101e+00 1.396493599034737798e+01 7.297510700060970024e+00 6.944922174868789734e+05 0.000000000000000000e+00
8.013917265541104840e+00 1.490944686766249738e+01 7.299879071264021135e+00 6.944922474043372786e+05 0.000000000000000000e+00
8.526666724220747895e+00 1.289250293911239176e+01 7.302184347556957000e+00 6.944923224863540381e+05 0.000000000000000000e+00
7.142052614100663277e+00 1.405732713174010584e+01 7.300058258959248647e+00 6.944923426972759189e+05 0.000000000000000000e+00
6.647338342037371284e+00 1.446876696605484369e+01 7.297644639604913053e+00 6.944924048217715463e+05 0.000000000000000000e+00
8.696460876726739286e+00 1.300678538123550787e+01 7.301574882431379088e+00 6.944926069837206742e+05 0.000000000000000000e+00
8.753959223379411014e+00 1.453179417356363423e+01 7.301708567813032680e+00 6.944926245429178234e+05 0.000000000000000000e+00
9.305803067426078101e+00 1.290346942382919160e+01 7.304576185674087618e+00 6.944926492616044125e+05 0.000000000000000000e+00
8.404436106882837265e+00 1.346448540497053870e+01 7.304152628778336265e+00 6.944927054468685528e+05 0.000000000000000000e+00
7.619731179755047989e+00 1.324159445541222802e+01 7.300650818316344548e+00 6.944928510452834889e+05 0.000000000000000000e+00
6.725055191436478452e+00 1.433214910519195406e+01 7.294776391199226495e+00 6.944928579241194529e+05 0.000000000000000000e+00
8.005822544963740128e+00 1.328878196163320347e+01 7.299101712390325680e+00 6.944929028520174325e+05 0.000000000000000000e+00
8.846221758835904225e+00 1.443354339387454921e+01 7.300462779330105789e+00 6.944930350627700100e+05 0.000000000000000000e+00
6.629715453944603709e+00 1.442656972414765626e+01 7.294626536271870521e+00 6.944930417919658357e+05 0.000000000000000000e+00
7.799859083042548491e+00 1.343257594589280046e+01 7.298252716718069522e+00 6.944930575448522577e+05 0.000000000000000000e+00
7.912696031117993911e+00 1.401833520354816898e+01 7.302512795310519778e+00 6.944931322048868751e+05 0.000000000000000000e+00
8.118335300521598796e+00 1.374779271007427717e+01 7.303305101203338978e+00 6.944931737640632782e+05 0.000000000000000000e+00
8.967219932243990499e+00 1.336766801891714707e+01 7.301062605455142851e+00 6.944932581718005240e+05 0.000000000000000000e+00
8.777739888053716300e+00 1.392439263772492453e+01 7.304174901560333666e+00 6.944932637992706150e+05 0.000000000000000000e+00
8.762817977123582125e+00 1.423474646761158802e+01 7.299555745098766479e+00 6.944932958572129719e+05 0.000000000000000000e+00
8.229378990428227070e+00 1.309745558071966443e+01 7.303271029268084469e+00 6.944933621757153887e+05 0.000000000000000000e+00
8.948464475173976140e+00 1.331028007949910297e+01 7.305202721760365669e+00 6.944933659616436344e+05 0.000000000000000000e+00
7.522761268196617834e+00 1.414859084007662737e+01 7.301285087686468778e+00 6.944933992397418479e+05 0.000000000000000000e+00
8.117766865255862996e+00 1.451705959480135100e+01 7.297338733290302137e+00 6.944934206273156451e+05 0.000000000000000000e+00
7.799651966796912639e+00 1.453576406806386245e+01 7.301216903747564935e+00 6.944934989528418519e+05 0.000000000000000000e+00
8.320206661445331164e+00 1.412485759746842362e+01 7.303158570770180269e+00 6.944935096263174200e+05 0.000000000000000000e+00
9.043296643034896221e+00 1.333444927333260210e+01 7.301411063155720527e+00 6.944935111293972004e+05 0.000000000000000000e+00
7.824160409698551533e+00 1.404429247833199845e+01 7.302247172386346463e+00 6.944937115704080788e+05 0.000000000000000000e+00
8.852472370947152669e+00 1.378565734814849719e+01 7.299983649275462838e+00 6.944937192520793760e+05 0.000000000000000000e+00
6.854207026790888335e+00 1.472876186792316133e+01 7.298048756773836132e+00 6.944939364097052021e+05 0.000000000000000000e+00
7.555202010335956508e+00 1.474880077852604821e+01 7.295906922430264174e+00 6.944940267062986968e+05 0.000000000000000000e+00
7.451790347053407260e+00 1.497201029978623765e+01 7.298869844590909040e+00 6.944940771844228730e+05 0.000000000000000000e+00
7.498021621615713173e+00 1.362654418499536746e+01 7.301310623778308084e+00 6.944940957045841496e+05 0.000000000000000000e+00
7.441060451967767442e+00 1.381893375424976611e+01 7.296550562843775900e+00 6.944941094571814174e+05 0.000000000000000000e+00
8.047800392843624806e+00 1.327546060489807012e+01 7.302981388156584153e+00 6.944942399755092338e+05 0.000000000000000000e+00
8.581347425291321329e+00 1.298260659037338804e+01 7.304107337912335574e+00 6.944942599598615197e+05 0.000000000000000000e+00
8.811353479039295777e+00 1.451220881426986509e+01 7.300908623874944325e+00 6.944943366120745195e+05 0.000000000000000000e+00
8.679041339574890657e+00 1.457348807302173022e+01 7.300030315419993698e+00 6.944943498002924025e+05 0.000000000000000000e+00
8.020293728348640627e+00 1.384138979051977536e+01 7.302961845876159153e+00 6.944943915152935078e+05 0.000000000000000000e+00
7.944718593681783680e+00 1.310442353268521565e+01 7.301847615089809729e+00 6.944944372061106842e+05 0.000000000000000000e+00
7.523649150795454155e+00 1.341395182855644919e+01 7.298262194407573844e+00 6.944945438015668187e+05 0.000000000000000000e+00
7.768801481168551959e+00 1.424372192566950446e+01 7.301790521372555354e+00 6.944946722073020646e+05 0.000000000000000000e+00
9.185629061734042367e+00 1.287399215099117100e+01 7.304544097767482036e+00 6.944947229522657581e+05 0.000000000000000000e+00
6.668568965872289311e+00 1.490864075579028736e+01 7.294692536373121428e+00 6.944948413276472129e+05 0.000000000000000000e+00
9.409198483296311366e+00 1.334702949281752282e+01 7.305243137985254265e+00 6.944949672641870566e+05 0.000000000000000000e+00
