# Amplitude1 Amplitude2 Frequency logL logPrior
6.443932215190883106e+00 6.346191425736696701e+00 8.093776672102553249e+00 6.534405821674041217e+05 0.000000000000000000e+00
6.233905573146683032e+00 5.129066954088193242e+00 5.002259775499935834e+00 6.534414245037325891e+05 0.000000000000000000e+00
6.285954597121901521e+00 5.073968264807430906e+00 8.160786206287172106e+00 6.534435319080625195e+05 0.000000000000000000e+00
5.610547106093039638e+00 6.267353746450522678e+00 8.129862683002112789e+00 6.534531365157822147e+05 0.000000000000000000e+00
6.330599079608392188e+00 5.650826481886113584e+00 7.671846654415127809e+00 6.534560639340329217e+05 0.000000000000000000e+00
6.497733722368544740e+00 5.376439510840278047e+00 6.503891431150390368e+00 6.534630884679087903e+05 0.000000000000000000e+00
6.252038031182549638e+00 5.256315946400295758e+00 9.660415118397240875e+00 6.534631877362218220e+05 0.000000000000000000e+00
9.102065895539718454e+00 5.739140893611812899e+00 7.513497119973900240e+00 6.534651914849953027e+05 0.000000000000000000e+00
5.833446765128979195e+00 6.218910423935403387e+00 7.672804384989516890e+00 6.534673581368094310e+05 0.000000000000000000e+00
5.768179731134948973e+00 5.999436403452839350e+00 8.136055328379868001e+00 6.534752607566243969e+05 0.000000000000000000e+00
5.213667271006920956e+00 6.978855503758394363e+00 6.347078389303032253e+00 6.534793143228634726e+05 0.000000000000000000e+00
6.357531901086159287e+00 5.270505826956205730e+00 8.765822378322722486e+00 6.534802408337733941e+05 0.000000000000000000e+00
5.024591882071469229e+00 6.850386588957765532e+00 5.609540410289118206e+00 6.534830409729826497e+05 0.000000000000000000e+00
5.113172322186596119e+00 6.714158036099654225e+00 6.310255524655805637e+00 6.534840532350095455e+05 0.000000000000000000e+00
5.996354384565273143e+00 6.030057407214680865e+00 8.418787932888728065e+00 6.534876814675539499e+05 0.000000000000000000e+00
5.437374114549812454e+00 5.948461861238437010e+00 8.716625332949266891e+00 6.534895107212011935e+05 0.000000000000000000e+00
5.527520904858565842e+00 5.721356732806482270e+00 5.327747450663112616e+00 6.534897859794222750e+05 0.000000000000000000e+00
5.382768365446048087e+00 6.509724132848139888e+00 9.917458134652338941e+00 6.534913884867405286e+05 0.000000000000000000e+00
6.902701489587945716e+00 5.324858235132399642e+00 8.648045553619319037e+00 6.534936226466338849e+05 0.000000000000000000e+00
5.173660130431299464e+00 6.572861242326499820e+00 9.703867553494731624e+00 6.534954899097196758e+05 0.000000000000000000e+00
6.984157710283934506e+00 5.912707633725511336e+00 7.493541781958491299e+00 6.534995123731299536e+05 0.000000000000000000e+00
5.311152838912513552e+00 6.073800476402167803e+00 6.573422266206026876e+00 6.535002813441656763e+05 0.000000000000000000e+00
8.026966452638301774e+00 5.794430823063573932e+00 7.732354297796258713e+00 6.535012669959984487e+05 0.000000000000000000e+00
5.196153319948065175e+00 8.698161375420294661e+00 7.057447569230261841e+00 6.535019682410618989e+05 0.000000000000000000e+00
6.099853032871387803e+00 6.265752073844073067e+00 8.113613151517320432e+00 6.535032711738772923e+05 0.000000000000000000e+00
6.234869551881388361e+00 6.419679300490717999e+00 6.914015797089406945e+00 6.535073653711348306e+05 0.000000000000000000e+00
5.542864804330007722e+00 5.976112474976934763e+00 9.985218058721958556e+00 6.535222885362290544e+05 0.000000000000000000e+00
6.983347728219047923e+00 5.250438702736446750e+00 8.297482087019576014e+00 6.535246397073280532e+05 0.000000000000000000e+00
6.731852140095118564e+00 5.185008520643150653e+00 7.592751187234781263e+00 6.535282577065997757e+05 0.000000000000000000e+00
5.721879250164830566e+00 6.272509798007368076e+00 8.792225967586075441e+00 6.535305695344057167e+05 0.000000000000000000e+00
5.447745632848085329e+00 6.589932284465819912e+00 5.973509549073416025e+00 6.535308656940790825e+05 0.000000000000000000e+00
6.648261073630251872e+00 5.602914560569058011e+00 8.636745600158135971e+00 6.535323005807147129e+05 0.000000000000000000e+00
1.018673893069165892e+01 5.120804518044680620e+00 7.524495586942232528e+00 6.535339730180910556e+05 0.000000000000000000e+00
5.518768862102145789e+00 5.746919041141452134e+00 8.343233973476801069e+00 6.535398231043701526e+05 0.000000000000000000e+00
6.874750074723622539e+00 5.087568365068745990e+00 8.614397311584914618e+00 6.535494204725070158e+05 0.000000000000000000e+00
6.446984210558523110e+00 5.026201651713020802e+00 5.650680234286484804e+00 6.535532666094455635e+05 0.000000000000000000e+00
7.895754696937726358e+00 5.234329947956890550e+00 7.093292636726130418e+00 6.535539376200700644e+05 0.000000000000000000e+00
6.023745172339068255e+00 7.528153491175789469e+00 7.712603267316460176e+00 6.535590375216373941e+05 0.000000000000000000e+00
6.610866576917691972e+00 5.583165488360998907e+00 6.526607619433241858e+00 6.535609372965510702e+05 0.000000000000000000e+00
5.719833739610815648e+00 6.272161947264396353e+00 8.046595596661322958e+00 6.535641228626706870e+05 0.000000000000000000e+00
5.930424319976860481e+00 5.737296057571731112e+00 7.956434618690840566e+00 6.535653887543540914e+05 0.000000000000000000e+00
5.902665172353266598e+00 5.566336725002947183e+00 5.111949019524744564e+00 6.535665183601775207e+05 0.000000000000000000e+00
6.663866510581176961e+00 5.213987678581372798e+00 9.736551163704653788e+00 6.535669352648170898e+05 0.000000000000000000e+00
6.694267327689077618e+00 5.319905863952654634e+00 6.346100283535458075e+00 6.535711969884556020e+05 0.000000000000000000e+00
5.654663742722870978e+00 6.234433854703320677e+00 9.742548865199642805e+00 6.535735664953805972e+05 0.000000000000000000e+00
5.969534338425781961e+00 6.254174174108226403e+00 8.291701671997648404e+00 6.535812849355238723e+05 0.000000000000000000e+00
1.906657806924827270e+01 1.550037244776836332e+01 7.358693533499084616e+00 6.535843779784503859e+05 0.000000000000000000e+00
5.710939311731335621e+00 5.439375495359464630e+00 7.786353084962948756e+00 6.535852367019857047e+05 0.000000000000000000e+00
6.218603823680983744e+00 5.682671657109087171e+00 9.916310024107598764e+00 6.535852450827198336e+05 0.000000000000000000e+00
5.200873671703815759e+00 5.908178366803379156e+00 5.510444354185906946e+00 6.535861325930223102e+05 0.000000000000000000e+00
5.204523586104615518e+00 6.124436301946416528e+00 9.452899051887932558e+00 6.535864446347653866e+05 0.000000000000000000e+00
5.447520400713462330e+00 6.874779438819051514e+00 7.679701655391268922e+00 6.535867435663382057e+05 0.000000000000000000e+00
5.326525195230918719e+00 6.052496443662323422e+00 9.299065502707831499e+00 6.535879181330890860e+05 0.000000000000000000e+00
5.501086349591097324e+00 5.688920904588501415e+00 5.545093223059724075e+00 6.535920142801377224e+05 0.000000000000000000e+00
5.972991999462467838e+00 6.529203834729133682e+00 7.873792710767413716e+00 6.535926293333150679e+05 0.000000000000000000e+00
5.235610825016783210e+00 6.568366375581656591e+00 5.049309332143689488e+00 6.535961287449209485e+05 0.000000000000000000e+00
5.448047411656197880e+00 6.271597790596064925e+00 9.764180477763135357e+00 6.535968667732322356e+05 0.000000000000000000e+00
5.612950449250553753e+00 6.184263344279331776e+00 9.895941867533020186e+00 6.535971388522692723e+05 0.000000000000000000e+00
5.475305885422661945e+00 6.427416583907452186e+00 9.022570335603241176e+00 6.535974010350888129e+05 0.000000000000000000e+00
5.994081144765536884e+00 5.560173950042246460e+00 9.865384216065779199e+00 6.536037640322194202e+05 0.000000000000000000e+00
5.011062066223989753e+00 6.743672611302775621e+00 5.062950937833431198e+00 6.536092137084970018e+05 0.000000000000000000e+00
6.519281261871252120e+00 5.665369535033276449e+00 8.054880528244412474e+00 6.536188223784415750e+05 0.000000000000000000e+00
5.799020387033212209e+00 6.323757483065217677e+00 8.052254053553202340e+00 6.536202736866811756e+05 0.000000000000000000e+00
5.577996423684050242e+00 5.780216303051448179e+00 6.296784192645779044e+00 6.536293536016069120e+05 0.000000000000000000e+00
7.742844793921816127e+00 7.944195771855515176e+00 7.530265666794790036e+00 6.536331618131949799e+05 0.000000000000000000e+00
5.651843598565487348e+00 5.548626121002266487e+00 5.319245033584452997e+00 6.536335166768461931e+05 0.000000000000000000e+00
6.700709798570452236e+00 5.505298902695933805e+00 8.439017778969999384e+00 6.536361649405867793e+05 0.000000000000000000e+00
6.045356543620941103e+00 5.308278181416612895e+00 9.475905078486750455e+00 6.536428303217316279e+05 0.000000000000000000e+00
6.454864856555254882e+00 5.302205669273378774e+00 8.860228602939720588e+00 6.536458125340228435e+05 0.000000000000000000e+00
5.996659962017605316e+00 5.873483917243788710e+00 5.810149799255047043e+00 6.536498124897809466e+05 0.000000000000000000e+00
5.628725365002748227e+00 6.252827084671682911e+00 8.790281689049789904e+00 6.536526668667558115e+05 0.000000000000000000e+00
5.824931991926940000e+00 5.727606010706579376e+00 9.237260208606540957e+00 6.536535703500485979e+05 0.000000000000000000e+00
5.310554954522320514e+00 5.661387553851077392e+00 6.407003195893169689e+00 6.536542331112432294e+05 0.000000000000000000e+00
5.289038417158138827e+00 6.350888199408466050e+00 9.403387388293610982e+00 6.536578600588622503e+05 0.000000000000000000e+00
5.293476552480656849e+00 6.402343492801838565e+00 5.630043311532193506e+00 6.536613491223248420e+05 0.000000000000000000e+00
5.674455365067170298e+00 5.800569657800897616e+00 9.674769779750221232e+00 6.536635175100322813e+05 0.000000000000000000e+00
5.163480122481785450e+00 6.624899496092726103e+00 9.195434129557837011e+00 6.536648450577695621e+05 0.000000000000000000e+00
5.181976882203828794e+00 7.570789396428541984e+00 7.733614466071941251e+00 6.536716493114267942e+05 0.000000000000000000e+00
6.295897652425449742e+00 5.408170980011814066e+00 6.186947046358875824e+00 6.536716740924394690e+05 0.000000000000000000e+00
6.414099492046839046e+00 5.248459356004508969e+00 8.502515672529382229e+00 6.536717454961102922e+05 0.000000000000000000e+00
5.819001357467307400e+00 5.103420723587027474e+00 7.832520872305254400e+00 6.536744484753051074e+05 0.000000000000000000e+00
5.438848425922392593e+00 6.362083168113612075e+00 9.349846851857895658e+00 6.536754689439437352e+05 0.000000000000000000e+00
5.001639287684411350e+00 6.493694883508610793e+00 5.390873473448510644e+00 6.536758934509084793e+05 0.000000000000000000e+00
6.144350912795043307e+00 5.490430560144001326e+00 8.774028561598244735e+00 6.536802947856879327e+05 0.000000000000000000e+00
5.292960426580382460e+00 6.236733034220724115e+00 9.597207453714736047e+00 6.536821205279136775e+05 0.000000000000000000e+00
6.445260293866138745e+00 5.553713254638175556e+00 8.662787720907930478e+00 6.536832071038210997e+05 0.000000000000000000e+00
5.134065582797109784e+00 6.508343001218342749e+00 5.446694246795697580e+00 6.536841486341763521e+05 0.000000000000000000e+00
5.000431360915638557e+00 5.936098117358985071e+00 5.895072723133731429e+00 6.536856687585930340e+05 0.000000000000000000e+00
5.323973662365252935e+00 6.408676922036650403e+00 9.746975749160148084e+00 6.536978454480611254e+05 0.000000000000000000e+00
6.726304323891363346e+00 5.426604616438921447e+00 8.057078697325739114e+00 6.536993641315735877e+05 0.000000000000000000e+00
5.910332977742394078e+00 5.200226914788990129e+00 8.165357784798214169e+00 6.537020908891544677e+05 0.000000000000000000e+00
6.174088695132909699e+00 6.907594159001854806e+00 7.055838336915079445e+00 6.537119301889829803e+05 0.000000000000000000e+00
5.637187996739720930e+00 6.341315433574710170e+00 8.296578990381375363e+00 6.537130621935935924e+05 0.000000000000000000e+00
6.034901457804719094e+00 5.333736110344093895e+00 9.665014099314694462e+00 6.537156957147618523e+05 0.000000000000000000e+00
5.672025119823403294e+00 5.484417046995227807e+00 8.558168833598658765e+00 6.537175966087389970e+05 0.000000000000000000e+00
5.654831762282056751e+00 5.057473381854051375e+00 7.034710082080722238e+00 6.537184141084821895e+05 0.000000000000000000e+00
6.231802235993724182e+00 5.051085087946773022e+00 9.111414772672841167e+00 6.537195553038939834e+05 0.000000000000000000e+00
5.236240946392832996e+00 6.509626247031355284e+00 9.549698390624012490e+00 6.537240810919429641e+05 0.000000000000000000e+00
5.427971059142511656e+00 6.111355582694963928e+00 6.563850870537772053e+00 6.537241511140606599e+05 0.000000000000000000e+00
6.211144596144497321e+00 5.744723422096106091e+00 8.424235770679462831e+00 6.537278052436399739e+05 0.000000000000000000e+00
6.070043780882016904e+00 5.047443486372796606e+00 8.541951526818284179e+00 6.537297342344429344e+05 0.000000000000000000e+00
6.142341009319354228e+00 6.359845051039728858e+00 8.071688572398276307e+00 6.537300504434214672e+05 0.000000000000000000e+00
6.201357442799896980e+00 5.153803396380038038e+00 6.751929453173810103e+00 6.537301422116712201e+05 0.000000000000000000e+00
5.953830891074529674e+00 5.570557084197547582e+00 5.832182688287375960e+00 6.537314186047387775e+05 0.000000000000000000e+00
5.692675277924405641e+00 6.184076763146669542e+00 5.787600217092955468e+00 6.537325187349464977e+05 0.000000000000000000e+00
5.568817408818813597e+00 5.761652756014393972e+00 9.656251559933517470e+00 6.537346588508766145e+05 0.000000000000000000e+00
5.120684180381593009e+00 7.915524700611701547e+00 7.048979909067756289e+00 6.537398348179316381e+05 0.000000000000000000e+00
5.132138047538707504e+00 9.160899361283444620e+00 7.077582945707487916e+00 6.537425912091188366e+05 0.000000000000000000e+00
5.279376956428929013e+00 6.379900173343952652e+00 5.040068654009856708e+00 6.537503226198797347e+05 0.000000000000000000e+00
5.165650265060671487e+00 6.534222898036588845e+00 5.228356309974483196e+00 6.537521568403987912e+05 0.000000000000000000e+00
5.930731184705050119e+00 5.367708324092672179e+00 6.027041928620117339e+00 6.537593156315610977e+05 0.000000000000000000e+00
5.207227209869827789e+00 5.587560664276368882e+00 8.000988723269404801e+00 6.537622477435271721e+05 0.000000000000000000e+00
9.745167015902001850e+00 5.547705800805760035e+00 7.404755810769815483e+00 6.537629037553137168e+05 0.000000000000000000e+00
6.296130285675509697e+00 5.285004797734946358e+00 5.772683882934485311e+00 6.537699448039011331e+05 0.000000000000000000e+00
5.150591118358653908e+00 6.515257632969282398e+00 9.346992345250182410e+00 6.537706962669440545e+05 0.000000000000000000e+00
6.546948711792181186e+00 5.022614375603462022e+00 8.779496171273127203e+00 6.537714655685757753e+05 0.000000000000000000e+00
5.638281099657459272e+00 5.813954462906962384e+00 6.383486533560756904e+00 6.537723930615948047e+05 0.000000000000000000e+00
6.246598971818718482e+00 5.692222283060220711e+00 6.869263128450295852e+00 6.537725080714066280e+05 0.000000000000000000e+00
5.127943373750063039e+00 6.159007735341987200e+00 8.394333753603619996e+00 6.537725592487454414e+05 0.000000000000000000e+00
5.697900518562911465e+00 5.753757023098410528e+00 8.216928999419792490e+00 6.537729741923207184e+05 0.000000000000000000e+00
5.261200742959374566e+00 5.820003041882727324e+00 5.169583075591738464e+00 6.537796112686890410e+05 0.000000000000000000e+00
5.638115524803877676e+00 7.077791161372294582e+00 7.902538298728067012e+00 6.537830064119681483e+05 0.000000000000000000e+00
6.590271003393977978e+00 5.864833106919768113e+00 6.912024555477365162e+00 6.537930711743831635e+05 0.000000000000000000e+00
6.109310148520461503e+00 5.203408501995138380e+00 6.124310671639104697e+00 6.537989674230328528e+05 0.000000000000000000e+00
6.204526076478845908e+00 5.680199479073777979e+00 8.665087126820157692e+00 6.538000002253649291e+05 0.000000000000000000e+00
5.796568634231030082e+00 5.987355312296579690e+00 9.552272986991026116e+00 6.538032508966630558e+05 0.000000000000000000e+00
5.251119540243465167e+00 5.394558533773591513e+00 7.825289789476947533e+00 6.538166518161365530e+05 0.000000000000000000e+00
8.007413026278415558e+00 5.475189379466732120e+00 7.737018380994188149e+00 6.538176066188792465e+05 0.000000000000000000e+00
5.571203055820475036e+00 6.560746149300836549e+00 7.931580163317008214e+00 6.538185925646143733e+05 0.000000000000000000e+00
5.767140304579449150e+00 5.510572327050820007e+00 9.999700503541237850e+00 6.538199481744494988e+05 0.000000000000000000e+00
6.337448849889615765e+00 5.362765762251811452e+00 8.855700371593725251e+00 6.538231847339471569e+05 0.000000000000000000e+00
5.394633027228774580e+00 5.780265945019166018e+00 5.849755913365403792e+00 6.538298778236033395e+05 0.000000000000000000e+00
5.603000908075918218e+00 6.101929407880888334e+00 5.233364276325669806e+00 6.538352157615699107e+05 0.000000000000000000e+00
6.450255583234130619e+00 5.694305443330206273e+00 8.444544535680190478e+00 6.538367479125381215e+05 0.000000000000000000e+00
5.092414972471249079e+00 6.099312356295937043e+00 8.209639781657084967e+00 6.538375694703649497e+05 0.000000000000000000e+00
6.037036437427567570e+00 5.130392852529748637e+00 8.526265882384937100e+00 6.538384507869734662e+05 0.000000000000000000e+00
6.200058590419078364e+00 5.095398785818117560e+00 5.651525280974412979e+00 6.538395344873905415e+05 0.000000000000000000e+00
7.531366040046321153e+00 6.019423933116927472e+00 7.732917279755443296e+00 6.538550249269545311e+05 0.000000000000000000e+00
5.735527695078533661e+00 5.529465918561496274e+00 9.486083313206556511e+00 6.538590388668383239e+05 0.000000000000000000e+00
5.157445025535929872e+00 9.082133266765795909e+00 7.072852456807557253e+00 6.538611356774878222e+05 0.000000000000000000e+00
5.693499010952441708e+00 5.553173947136915700e+00 8.516920859688184464e+00 6.538649736047884217e+05 0.000000000000000000e+00
5.023788246888491571e+00 6.173017431580751335e+00 9.801500731033877756e+00 6.538661803850312717e+05 0.000000000000000000e+00
6.409314059953719500e+00 5.092755885989106446e+00 5.775797790560535105e+00 6.538662487074946985e+05 0.000000000000000000e+00
5.256251452294586457e+00 5.779219602589622973e+00 7.966297645280464579e+00 6.538678889834196307e+05 0.000000000000000000e+00
5.228808552042847779e+00 5.753008584784129020e+00 6.398986869537099054e+00 6.538836420584840234e+05 0.000000000000000000e+00
8.281338178298513597e+00 7.249437015751413860e+00 7.524367158740907335e+00 6.538886145243692445e+05 0.000000000000000000e+00
5.019338930026242096e+00 6.071348447537956439e+00 7.587834020912613830e+00 6.538958650671604555e+05 0.000000000000000000e+00
5.221833894574555046e+00 6.290934385031383691e+00 8.039895820757889666e+00 6.539016552749547409e+05 0.000000000000000000e+00
6.258436740785578323e+00 6.463388815416932331e+00 6.900213480037548308e+00 6.539025611666041659e+05 0.000000000000000000e+00
6.578698364198041659e+00 5.179823535356812059e+00 8.990698807092297073e+00 6.539081589082990540e+05 0.000000000000000000e+00
5.134027439694681227e+00 6.544394240044300481e+00 6.175798256132742914e+00 6.539097920849582879e+05 0.000000000000000000e+00
6.160480965665397157e+00 5.002522537772867928e+00 9.650766262563465148e+00 6.539122185548634734e+05 0.000000000000000000e+00
6.206601252060687024e+00 5.256260355751555480e+00 6.190918225155708221e+00 6.539141565617533633e+05 0.000000000000000000e+00
6.312026632199526865e+00 5.370349112593478580e+00 8.979095389422232287e+00 6.539167673914377810e+05 0.000000000000000000e+00
5.655183834788920727e+00 5.678397070265383206e+00 9.130232667658814805e+00 6.539183252816349268e+05 0.000000000000000000e+00
6.035156814584603069e+00 6.153315140651117510e+00 8.277355362068782085e+00 6.539251761135107372e+05 0.000000000000000000e+00
5.487875196507901343e+00 5.818088284588304404e+00 9.128970990439656319e+00 6.539295756758853095e+05 0.000000000000000000e+00
7.422558136770770254e+00 5.468917460475334558e+00 7.097810410404823855e+00 6.539298057117166463e+05 0.000000000000000000e+00
5.399338777956692148e+00 5.740832636972597491e+00 5.560515145827793049e+00 6.539307922672688728e+05 0.000000000000000000e+00
5.406589107609241829e+00 6.040751553853411338e+00 8.773812958681576291e+00 6.539408172881460050e+05 0.000000000000000000e+00
6.144778993771626396e+00 5.092382124872005811e+00 9.674720172480782310e+00 6.539432766331667081e+05 0.000000000000000000e+00
6.214352628352933117e+00 5.172779059228832743e+00 6.135028219029859287e+00 6.539488293381535914e+05 0.000000000000000000e+00
5.420912163786823612e+00 5.252936894131206458e+00 6.073807158943896667e+00 6.539526543161701411e+05 0.000000000000000000e+00
6.290708331474904824e+00 6.170807419864289933e+00 8.081944048855532969e+00 6.539540411156059708e+05 0.000000000000000000e+00
5.027423319469169094e+00 6.298562546777822568e+00 5.205809809148760792e+00 6.539560806911151158e+05 0.000000000000000000e+00
5.732966615744901517e+00 5.138071376622211694e+00 5.544342871889889501e+00 6.539564023271398619e+05 0.000000000000000000e+00
6.311357472165108895e+00 5.341488261887390898e+00 6.365705873577812035e+00 6.539564118368807249e+05 0.000000000000000000e+00
5.426075199201273236e+00 6.143434412969943637e+00 5.070509403855035124e+00 6.539598350420125062e+05 0.000000000000000000e+00
6.000493158661826421e+00 5.783766181370771697e+00 8.990725161920401831e+00 6.539622935552792624e+05 0.000000000000000000e+00
5.423531566670796167e+00 5.466414400963190978e+00 8.355545018848710370e+00 6.539657823285839986e+05 0.000000000000000000e+00
5.005801160077839818e+00 6.484062818759273483e+00 9.925532170928796916e+00 6.539709059352556942e+05 0.000000000000000000e+00
6.215948508781456994e+00 5.131926461393779171e+00 5.951558398303476771e+00 6.539731322033668403e+05 0.000000000000000000e+00
6.442007442377442494e+00 5.137010521594350010e+00 9.749253378881810761e+00 6.539827518764091656e+05 0.000000000000000000e+00
6.938872584121679843e+00 5.362299861744765472e+00 7.759872714294216323e+00 6.539843467250302201e+05 0.000000000000000000e+00
5.249784731858337494e+00 6.250570343789001448e+00 5.590227672701019834e+00 6.539896643480426865e+05 0.000000000000000000e+00
5.719833342580256996e+00 5.804480509296501722e+00 9.039370963447726837e+00 6.540034390097206924e+05 0.000000000000000000e+00
5.173508484906747640e+00 5.582273741176672743e+00 5.696979126252758263e+00 6.540035369343326893e+05 0.000000000000000000e+00
5.485144932290472397e+00 7.655199323509755516e+00 7.558174050526782928e+00 6.540035430305039044e+05 0.000000000000000000e+00
5.053315277908930980e+00 6.345406399839037981e+00 9.760142737276321867e+00 6.540063098028617678e+05 0.000000000000000000e+00
5.398969219633269923e+00 6.081096652831289084e+00 9.151196890110915305e+00 6.540111164397279499e+05 0.000000000000000000e+00
1.041329594968176764e+01 8.890200793611795049e+00 7.386662861721645434e+00 6.540116547427978367e+05 0.000000000000000000e+00
6.470324716974483081e+00 5.047426142759297463e+00 9.935814636794082944e+00 6.540122225331324153e+05 0.000000000000000000e+00
6.050524444455750661e+00 7.073177937825135153e+00 7.701565147845388815e+00 6.540173124078795081e+05 0.000000000000000000e+00
5.357828754928790183e+00 8.873272482375107018e+00 7.521539711605395695e+00 6.540266161263333634e+05 0.000000000000000000e+00
5.814476959228372266e+00 5.434219824078246219e+00 9.063669046740677970e+00 6.540267919572517276e+05 0.000000000000000000e+00
5.748358856948676987e+00 5.036864543707251229e+00 5.508368116099660483e+00 6.540270640455612447e+05 0.000000000000000000e+00
5.502663945854724403e+00 5.314555720266442407e+00 7.975918766130366322e+00 6.540337877902884502e+05 0.000000000000000000e+00
6.461127520634038390e+00 5.081268268534254062e+00 9.394410366881370322e+00 6.540344963359647663e+05 0.000000000000000000e+00
6.340798823625778624e+00 5.296079127529879749e+00 7.770598446600327058e+00 6.540401159410660621e+05 0.000000000000000000e+00
5.719914930561277089e+00 5.501484602189870898e+00 8.761392209058854519e+00 6.540433077205060981e+05 0.000000000000000000e+00
5.507092283690030676e+00 5.809868136255050608e+00 9.779955606610901242e+00 6.540457064767453121e+05 0.000000000000000000e+00
5.448188451567474999e+00 6.166180709418520145e+00 7.672510140997080619e+00 6.540466643385069910e+05 0.000000000000000000e+00
6.598852641800466934e+00 5.394317418950698162e+00 6.718025336368230072e+00 6.540493453242524993e+05 0.000000000000000000e+00
1.753878151086756532e+01 1.248810913990795513e+01 7.368848227694414277e+00 6.540500569260781631e+05 0.000000000000000000e+00
6.131150552998791525e+00 6.080168670755409899e+00 7.108478217808837485e+00 6.540507846699310467e+05 0.000000000000000000e+00
6.498300919381128082e+00 6.435952890204679200e+00 7.741052437608888503e+00 6.540511485962682636e+05 0.000000000000000000e+00
5.513417514458087254e+00 5.447013018440926224e+00 5.489078206399589099e+00 6.540576771483703051e+05 0.000000000000000000e+00
6.556652643214549769e+00 5.228124180087563744e+00 7.676449997832277994e+00 6.540594962232690305e+05 0.000000000000000000e+00
1.294829058922287501e+01 1.074916462805781592e+01 7.255977967837127451e+00 6.540673839910106035e+05 0.000000000000000000e+00
6.733408795830605698e+00 5.837667165038475048e+00 7.103887092283868832e+00 6.540677745170970447e+05 0.000000000000000000e+00
6.290993130127503719e+00 5.594916477844304126e+00 8.639340282925500603e+00 6.540740344767682254e+05 0.000000000000000000e+00
6.006394992595967430e+00 5.801909699448414059e+00 8.622419465036285757e+00 6.540776250550835393e+05 0.000000000000000000e+00
5.085562139194612641e+00 6.118822611579899373e+00 9.684021530283121848e+00 6.540781980833014240e+05 0.000000000000000000e+00
5.147253541614830397e+00 6.362860287584227059e+00 5.610656658639764593e+00 6.540845479598089587e+05 0.000000000000000000e+00
7.190246736923091575e+00 5.155165735470217392e+00 7.237094527752875983e+00 6.540864594827984693e+05 0.000000000000000000e+00
7.043428640537069185e+00 5.257032831217816948e+00 7.880642923090402263e+00 6.540872544507263228e+05 0.000000000000000000e+00
5.516514463037265337e+00 5.699416046627140631e+00 9.608931289242427454e+00 6.540887427658226807e+05 0.000000000000000000e+00
7.466228150445744838e+00 5.148756139165873158e+00 7.753447251143644969e+00 6.540892531535486924e+05 0.000000000000000000e+00
5.857255353446205071e+00 5.430593440676092953e+00 8.870920739063889116e+00 6.540966519621686311e+05 0.000000000000000000e+00
5.811307151685139338e+00 5.753009683513558237e+00 9.030761926889665503e+00 6.540977191166571574e+05 0.000000000000000000e+00
5.242454341673809637e+00 5.424377752719728996e+00 8.009626614353098972e+00 6.540996506599292625e+05 0.000000000000000000e+00
5.179987940168714999e+00 5.740642861897486071e+00 8.335965989031944190e+00 6.541030635257222457e+05 0.000000000000000000e+00
5.554812962944637889e+00 5.720431148833755586e+00 9.689434612725349893e+00 6.541116573691336671e+05 0.000000000000000000e+00
5.917529340713121755e+00 5.708048701135702174e+00 6.170188415363750956e+00 6.541138508580363123e+05 0.000000000000000000e+00
5.124133361081666393e+00 5.239141650009381479e+00 6.594606211172567178e+00 6.541182762857514899e+05 0.000000000000000000e+00
1.301739360672203283e+01 1.792961765147759223e+01 7.353550131472077922e+00 6.541217272036442300e+05 0.000000000000000000e+00
5.602531975950094001e+00 5.518096388992420387e+00 9.801146699836934317e+00 6.541242620820334414e+05 0.000000000000000000e+00
5.367519506968496223e+00 5.988603880513058364e+00 8.494795572878299339e+00 6.541336535285647260e+05 0.000000000000000000e+00
6.510575481836683664e+00 6.092129129888165018e+00 7.059160323317024144e+00 6.541343541966864141e+05 0.000000000000000000e+00
6.051923507999765306e+00 5.434090122908186160e+00 5.782125661806986727e+00 6.541356240971043007e+05 0.000000000000000000e+00
6.328636042105292070e+00 5.357338186717375272e+00 9.008387674327243744e+00 6.541380920927377883e+05 0.000000000000000000e+00
6.790490929486720617e+00 5.070155462906622112e+00 7.679485506893722224e+00 6.541434804668183206e+05 0.000000000000000000e+00
5.892810728042267243e+00 5.389547975290524207e+00 9.879502889684554034e+00 6.541508266561605269e+05 0.000000000000000000e+00
5.339705939398671219e+00 6.082107377663300340e+00 9.155704969072248289e+00 6.541531091283785645e+05 0.000000000000000000e+00
5.542749213963302779e+00 5.510667497072147647e+00 9.846356752525807110e+00 6.541554615063891979e+05 0.000000000000000000e+00
5.838921795624120392e+00 5.274855943460674546e+00 5.651210975493953903e+00 6.541565350298499689e+05 0.000000000000000000e+00
5.386098474296511895e+00 6.601468172355514419e+00 7.109563490478306491e+00 6.541585015754309716e+05 0.000000000000000000e+00
5.243240042739767404e+00 5.998202610592576534e+00 8.220784100018407869e+00 6.541604933611832093e+05 0.000000000000000000e+00
5.282197811557727718e+00 6.231982034853948527e+00 6.366993327185656248e+00 6.541645724154623458e+05 0.000000000000000000e+00
5.106988138557880141e+00 5.908832007920564955e+00 8.754648218417560912e+00 6.541678798291933490e+05 0.000000000000000000e+00
5.337406429172013134e+00 6.152801486851608104e+00 9.354582687016861797e+00 6.541679398632182274e+05 0.000000000000000000e+00
5.166111261301052693e+00 5.776004576392129053e+00 9.293424838894491558e+00 6.541680020087779267e+05 0.000000000000000000e+00
