Amplitude1	Amplitude2	Frequency	logL
1.96045122813547152418e+01	1.77762102079693846690e+01	7.16756726393114718121e+00        5.440464e+05
1.93189624797817636193e+01	1.93827149337350306268e+01	6.97557527618866135555e+00        5.566408e+05
1.90833901902021025876e+01	1.99322372189785781416e+01	5.34636491266109725728e+00        5.646907e+05
1.97913941960629529149e+01	1.83492092775816360017e+01	7.41689643041979618232e+00        5.648657e+05
1.97375642017461174760e+01	9.17533901167402099475e+00	7.19383587410426628139e+00        5.671947e+05
1.90821706310984886557e+01	1.93460644867276201353e+01	5.72026103191405432824e+00        5.671986e+05
1.62241171034041080645e+01	1.73199521517352756916e+01	7.16186863894650382889e+00        5.674930e+05
1.93802324821376110719e+01	1.91463391686060866448e+01	7.84269510039239925447e+00        5.677543e+05
1.88793276051491751844e+01	1.97181401981730708428e+01	9.82366314755288705385e+00        5.681572e+05
1.97443613993526554395e+01	1.77927217629480303174e+01	6.64057369310889189506e+00        5.682219e+05
1.95308195957738774950e+01	1.93608437479906427825e+01	6.37237519958877118853e+00        5.685645e+05
1.93318229573429967161e+01	1.91364762965003265549e+01	5.08822699322661708976e+00        5.699239e+05
1.91778677674783928353e+01	1.96866758220655775347e+01	8.12106728412512524073e+00        5.700126e+05
1.97680588943653958722e+01	1.87545260982649786285e+01	6.49682184223067427098e+00        5.700355e+05
1.84484317278967751008e+01	1.96242774419283989573e+01	9.46972423814716712798e+00        5.704569e+05
1.98361441885939520091e+01	1.85216223489032358884e+01	8.59566357207180509192e+00        5.707149e+05
1.87480361620751097007e+01	1.96143006279285643245e+01	9.58529810268440130017e+00        5.708303e+05
1.94444440561264855205e+01	1.92407714615556173499e+01	8.29386410145511021597e+00        5.714283e+05
1.94348570175216437406e+01	1.66964972387171570745e+01	7.02559460957991976926e+00        5.725314e+05
1.81497504241404215009e+01	1.78319431288733269980e+01	7.46670130602109782814e+00        5.728093e+05
1.85056426488736782687e+01	1.89639932027382691615e+01	6.11314425760280943933e+00        5.731466e+05
1.89455288653867235382e+01	1.83279964347776669342e+01	8.16748165132535142163e+00        5.731962e+05
1.88776347933781849520e+01	1.96837617753914031482e+01	6.70381803574016821301e+00        5.732822e+05
1.85272937172457865529e+01	1.92733832047820108357e+01	9.33379352580320187371e+00        5.734302e+05
1.94108175274619654260e+01	1.71546665442967842807e+01	7.64586842832291058158e+00        5.734823e+05
1.77947609521394696230e+01	1.98285221715842432388e+01	5.26343140202070092215e+00        5.742696e+05
1.76805776827273177787e+01	1.93719868778255346342e+01	5.31685183052571197493e+00        5.745863e+05
1.39661887706422742639e+01	1.79493914532187659461e+01	7.16632632422338566869e+00        5.745916e+05
1.43437851880348272715e+01	1.74971241376390054256e+01	7.18320775929097798951e+00        5.746684e+05
1.96749135577875478020e+01	1.81738710643003820167e+01	9.00144454902454249634e+00        5.748542e+05
1.40560126870410577737e+01	1.95861323104485620661e+01	7.14199765568978328645e+00        5.751695e+05
1.82996250983040091853e+01	1.94286803953238198517e+01	8.65857995697161086923e+00        5.751783e+05
1.65934347376420738840e+01	1.99032022473644936156e+01	6.46098492534713919611e+00        5.751827e+05
1.74349685709038020320e+01	1.98808156250028780221e+01	9.39040691036857566587e+00        5.759436e+05
1.81306357494911125627e+01	1.91967558235492532503e+01	5.61522265361207573164e+00        5.763128e+05
1.81352152052364203882e+01	1.91673457317843549674e+01	5.77716187561449245891e+00        5.765467e+05
1.90687784636078951905e+01	1.85924423856937153232e+01	8.46502378863882043447e+00        5.766706e+05
1.87300157755515570557e+01	1.87393434543232082490e+01	8.80815562043722088958e+00        5.768422e+05
1.72535307822813663847e+01	1.96363333421075552110e+01	5.08983267904949077121e+00        5.768982e+05
1.95013089230159408771e+01	1.74198214192448830318e+01	9.14591468368739057837e+00        5.772231e+05
1.65031712739040727911e+01	1.95203041714552192332e+01	6.94042797288889268259e+00        5.781884e+05
1.99486544933372940136e+01	1.59270755374945540694e+01	5.35129251188467147671e+00        5.784296e+05
1.63016813293082591940e+01	1.95798905703110079912e+01	5.52388180661131045213e+00        5.787663e+05
1.93043697436602599282e+01	1.62246891068799818925e+01	7.81299294009518430215e+00        5.789822e+05
1.69586444731357772753e+01	1.97569767512982217283e+01	9.17172046827747244890e+00        5.791056e+05
1.72296440573804332530e+01	1.94816009499743536537e+01	8.41907035640245204888e+00        5.791578e+05
1.62237310739241706870e+01	1.99127024942650621142e+01	9.12799128389650427096e+00        5.792587e+05
1.82431844003880883065e+01	1.84836947050246465096e+01	9.73422012327664631925e+00        5.793466e+05
1.94532938480536330417e+01	1.70289470516360275099e+01	9.40637004373674656676e+00        5.794089e+05
1.99984414615578174335e+01	1.63792256837850480622e+01	9.94017716885013946637e+00        5.798602e+05
1.79209295893462368099e+01	1.78160669925584436157e+01	5.69062078162674289672e+00        5.799889e+05
1.75946981623507383574e+01	1.82891910896098295325e+01	8.20354687626896961206e+00        5.801866e+05
1.68892478635412857102e+01	1.91889537505464033984e+01	7.48294916342789750985e+00        5.802471e+05
1.91255441856146291002e+01	1.71260813751630003310e+01	5.04011774651314059525e+00        5.804562e+05
1.82591264242265829409e+01	1.91837792390714945157e+01	7.05567134543629759236e+00        5.807193e+05
1.58835726686121088136e+01	1.98862497031868343811e+01	5.75298204192986606387e+00        5.811303e+05
1.70953237179954804503e+01	1.96534543832058652413e+01	8.09389146812319637547e+00        5.817428e+05
1.79427436931544050935e+01	1.81807708794606526226e+01	5.59885322903125359773e+00        5.817470e+05
1.78407611369838683402e+01	1.52724379459727366282e+01	6.98097739921937954222e+00        5.818373e+05
1.96816332983627688691e+01	1.28297385771614234073e+01	7.01780683134506322318e+00        5.818711e+05
1.68944362013668012423e+01	1.92210955537326810827e+01	8.79359279094354917561e+00        5.819603e+05
1.57060575167424190113e+01	1.91333656329634997917e+01	7.59509518557717289156e+00        5.821511e+05
1.89484837741539990930e+01	1.51724630117751040359e+01	6.83518178087982875013e+00        5.825224e+05
1.72700045761799785282e+01	1.90042216695489507572e+01	6.92129325328031796971e+00        5.825692e+05
1.63345344661996918489e+01	1.98211541205216228434e+01	8.45322469109901675210e+00        5.827259e+05
1.80998083623185230806e+01	1.76333342482075217106e+01	8.96552122439826959521e+00        5.830283e+05
1.52157805847313518655e+01	1.94072366567616114708e+01	6.24314933442275421527e+00        5.830797e+05
1.93414089934070716481e+01	1.64989321625650227077e+01	6.36018511844607203898e+00        5.831936e+05
1.93537209649598764827e+01	1.64037816630540191909e+01	5.79032460815747729299e+00        5.832039e+05
1.70620850592529968992e+01	1.84391077299248280497e+01	5.02444125207020864110e+00        5.832968e+05
1.53038945572530895589e+01	1.87299554029908463804e+01	6.78206011518028883955e+00        5.836082e+05
1.56393054252622718536e+01	1.94258284552711941728e+01	6.66520458986569863669e+00        5.837633e+05
1.91191362758193434956e+01	1.64191893262982731017e+01	8.97129104661164866741e+00        5.838102e+05
1.54734664507830697033e+01	1.93671707104880503891e+01	9.08942678170921247727e+00        5.841963e+05
1.93594275474189849717e+01	1.61185472001124878716e+01	9.91027100225742074713e+00        5.842094e+05
1.86555677419499126302e+01	1.68712707530976082637e+01	9.36726265177727945854e+00        5.848690e+05
1.78741690314465806466e+01	1.44316612991940473876e+01	7.45057407166680985000e+00        5.850809e+05
1.65767431566279768163e+01	1.90095217992606819735e+01	8.46502201113052521464e+00        5.853248e+05
1.89850670078775074501e+01	1.63110389752105078287e+01	9.02777086873918044319e+00        5.855263e+05
1.87531971951192915071e+01	1.57250165338902530010e+01	6.57732236062424302503e+00        5.855349e+05
1.92361228943801521041e+01	1.61152820005469585851e+01	8.48430976183562002291e+00        5.855358e+05
1.95966975418384166119e+01	1.49786745438052566470e+01	9.65175094817550771609e+00        5.855449e+05
1.91012880936713465019e+01	1.58332947844253801861e+01	9.22800042658204766610e+00        5.857970e+05
1.46494721086859929216e+01	1.89495172967403782138e+01	6.63461376386514878334e+00        5.860741e+05
1.82044010214433633621e+01	1.63347653427933714454e+01	9.48169769054213595894e+00        5.866452e+05
1.82506458663673853948e+01	1.77911107218147250819e+01	7.69021086845853929503e+00        5.869088e+05
1.87780575731943528695e+01	1.55853946128234994717e+01	8.20997302764879499648e+00        5.869130e+05
1.71870736460361470677e+01	8.46930730440448620300e+00	7.17917515914611659156e+00        5.870810e+05
1.44072271023646223398e+01	1.95178717126934593296e+01	9.29395495535349347449e+00        5.874854e+05
1.63819356617066738124e+01	1.60716649109816387409e+01	6.96784342376900411864e+00        5.875577e+05
1.65512405370182591469e+01	1.85111605322798524753e+01	6.33588663656157358162e+00        5.875752e+05
1.98671636253529548810e+01	1.15911903457918477045e+01	6.82311750801952410228e+00        5.878321e+05
1.39543688333405917490e+01	1.99206094349660958187e+01	9.32032621379938674977e+00        5.880868e+05
1.97686767260018996240e+01	1.41259112572359875060e+01	9.80388457140226776687e+00        5.881148e+05
1.97763688816491836064e+01	1.44667771096602475467e+01	5.78384637104097265592e+00        5.881597e+05
1.95876078479723858550e+01	1.46927484384611730661e+01	5.97016785558220774988e+00        5.884502e+05
1.83869584015007525579e+01	1.51711054291772526881e+01	8.00628192877850253240e+00        5.887700e+05
1.96282304379788001825e+01	1.48196186506594820287e+01	8.82694008614138780899e+00        5.891539e+05
1.65957876582024503875e+01	1.67135979721854788238e+01	7.79919793383483472837e+00        5.892753e+05
1.72365106517040906908e+01	1.68247540456505504380e+01	5.75702072011408816365e+00        5.893914e+05
1.58446671200411230984e+01	1.79152616153316373016e+01	5.84546134049275956102e+00        5.897294e+05
1.47473061130830096488e+01	1.84791379920078213672e+01	6.83971918399863643145e+00        5.897990e+05
1.83269162322349323802e+01	1.49431958305842460533e+01	5.53078038193910437315e+00        5.898912e+05
1.81521445876825247012e+01	1.55354857719911603198e+01	9.29652071403077329137e+00        5.899656e+05
1.73247564292266567065e+01	1.70587250775878516151e+01	8.79560196829107354688e+00        5.899717e+05
1.30474619735496766282e+01	1.95564347514104071024e+01	7.65528231286839222491e+00        5.899802e+05
1.30964333039415432580e+01	1.98012809441219026496e+01	5.67806416642694866681e+00        5.900396e+05
1.88100667925481168652e+01	1.45712929922873613009e+01	5.48238018554591821641e+00        5.902694e+05
1.71303540639460187833e+01	5.84497676025117129939e+00	7.18507911994286452284e+00        5.903257e+05
1.88463807823728188851e+01	1.71312205050916475102e+01	7.07840013444769944329e+00        5.905840e+05
1.86957787312233314481e+01	1.40207628673961242072e+01	5.89776780046861937024e+00        5.910338e+05
1.56286956920977786467e+01	1.76571079102211463407e+01	5.92219418468077485329e+00        5.912248e+05
1.67294017631406575219e+01	1.61057403089322228595e+01	6.41757347127447452806e+00        5.914584e+05
1.91050633889093219864e+01	1.42453878267177493910e+01	9.51622123463153357648e+00        5.915660e+05
1.97206913696151495685e+01	1.39026862242503810307e+01	6.87882892429608272522e+00        5.917113e+05
1.94140490542264316787e+01	1.39824214961287367487e+01	9.04293268031214836356e+00        5.917282e+05
9.67932365206552702830e+00	1.79642298572500429543e+01	7.42905180312304835866e+00        5.918668e+05
1.71903636151206100635e+01	1.58617195150097920475e+01	5.33375980805888705305e+00        5.918904e+05
1.96240820961510351594e+01	1.33130534626169048096e+01	5.63869947873049870424e+00        5.920807e+05
1.85681250476450259157e+01	1.40306080483983652840e+01	5.87354257549879221756e+00        5.921068e+05
1.51797698308812911705e+01	1.84481222620726938999e+01	5.23597495327898077022e+00        5.921660e+05
1.80026547885948211558e+01	1.56705919934390163206e+01	5.99239675402795768377e+00        5.922496e+05
1.66666571126271492176e+01	1.66178457593153225957e+01	8.39472591095895026569e+00        5.922669e+05
1.97459092630942265600e+01	1.29052415396087329924e+01	9.99105910818092723957e+00        5.923492e+05
1.53321485054816992744e+01	1.73759655898680982489e+01	6.46404766504879990663e+00        5.924209e+05
1.84966187279383298403e+01	1.42710587066250358390e+01	6.21306476968209508982e+00        5.925285e+05
1.79218159532015981483e+01	1.57855588669087403275e+01	8.42355267215374325929e+00        5.926518e+05
1.49335028924015240648e+01	1.80375910649034771893e+01	9.24586210234972050159e+00        5.929193e+05
1.34119116215626075217e+01	1.94435629979592299321e+01	5.75675764312625126706e+00        5.929403e+05
1.91594397427185150207e+01	1.38121033770760295312e+01	8.22441431861289729000e+00        5.929567e+05
1.70325037984208051967e+01	1.57307370021562480389e+01	7.47945902213832169991e+00        5.931097e+05
1.49632306012350788649e+01	1.83876389503017243499e+01	7.85865137264317681343e+00        5.931190e+05
1.71758229884213022842e+01	1.63042933549198920673e+01	8.30994181851162849739e+00        5.931843e+05
1.84471463268318700557e+01	1.67662987068317441697e+01	7.70793807157906663008e+00        5.932120e+05
1.94456646536791843971e+01	1.29118170526795008612e+01	9.09214333330280410905e+00        5.935090e+05
1.89908237348082096219e+01	1.35764254505050185884e+01	8.71246801480663890516e+00        5.936031e+05
1.69239081292462500983e+01	1.69010362437615739850e+01	8.45969641521310933285e+00        5.936153e+05
1.94019463667767873005e+01	1.28639971183252246334e+01	5.84386089983267709158e+00        5.936288e+05
1.91037347980683591686e+01	1.31682494771526013011e+01	7.11885451448997041979e+00        5.936746e+05
1.72880608225815350920e+01	1.59135992473997944785e+01	6.55801011179250625815e+00        5.939115e+05
1.46673762940793448450e+01	1.90796880815690492739e+01	6.70524700088097524997e+00        5.939872e+05
1.91165677255549226743e+01	9.62769358148914733420e+00	7.02333259733125636615e+00        5.940786e+05
1.68212217258799512365e+01	1.75454033162062223994e+01	7.90507117558220961939e+00        5.941362e+05
1.81869877914631885574e+01	1.33112068321318908204e+01	7.03697792368730290491e+00        5.941683e+05
1.28915286779449331789e+01	1.96356113124278017779e+01	9.91507273226795859955e+00        5.942275e+05
1.98723905637363138510e+01	1.00695018404881988516e+01	6.64626093933222605870e+00        5.942804e+05
1.90838196951298648685e+01	1.31931322497830585405e+01	5.65318310084499309198e+00        5.942941e+05
1.95902904464168976517e+01	1.16539023603405169638e+01	5.90977992120485229322e+00        5.943271e+05
1.91507858148437613011e+01	1.32319178699489352624e+01	9.79396648173997164122e+00        5.944663e+05
1.11836614566027883200e+01	1.93172085656486380856e+01	6.79872210549090816301e+00        5.945178e+05
1.82560707069576366735e+01	1.51533579172319097239e+01	6.91988759068120096174e+00        5.945397e+05
1.27566126936454047325e+01	1.89415267356311503022e+01	6.05021538459945329436e+00        5.950047e+05
1.17331916531258926284e+01	1.94625852145605051646e+01	6.25491167612938525622e+00        5.950105e+05
1.62020132503541098856e+01	1.66631727764094321742e+01	8.03891198544308593910e+00        5.951079e+05
1.91885442206105842899e+01	1.24485629128988186665e+01	6.48908030619251441351e+00        5.951976e+05
1.94689191908675525156e+01	1.22801177323689678644e+01	5.94632703267813678139e+00        5.952345e+05
1.57756776503976841042e+01	1.62359403879648880320e+01	6.58647635217161653287e+00        5.953503e+05
